scenario_num,hull_id,engine_id,propeller_id,NPV
0,1,1,739,424836158.934,00:00:55
0,1,1,538,434733318.664,00:01:54
0,1,1,579,422151570.115,00:02:52
0,1,1,767,422121725.738,00:03:47
0,1,1,586,422158277.16,00:04:45
0,1,1,572,422205261.748,00:05:44
0,1,1,544,422182431.08,00:06:43
0,1,1,329,434624894.706,00:07:39
0,1,1,336,434607757.937,00:08:36
0,1,1,565,422218492.056,00:09:35
0,1,1,440,434090459.223,00:10:32
0,1,1,308,420351777.62,00:11:31
0,1,1,724,434201040.254,00:12:28
0,1,1,557,426409722.985,00:13:24
1,1,1,739,279746230.613,00:14:22
1,1,1,538,279867743.77,00:15:22
1,1,1,579,279689763.262,00:16:22
1,1,1,767,279679058.099,00:17:20
1,1,1,586,279679058.099,00:18:21
1,1,1,572,279781265.13,00:19:21
1,1,1,544,279803832.531,00:20:23
1,1,1,329,279849293.114,00:21:21
1,1,1,336,279803719.885,00:22:19
1,1,1,565,279803832.531,00:23:20
1,1,1,440,278766132.792,00:24:19
1,1,1,308,277779917.436,00:25:21
1,1,1,724,278106379.562,00:26:20
1,1,1,557,277990963.858,00:27:18
2,1,1,739,239625276.573,00:28:17
2,1,1,538,239774809.02,00:29:18
2,1,1,579,239315291.647,00:30:19
2,1,1,767,239305743.79,00:31:18
2,1,1,586,239305743.79,00:32:19
2,1,1,572,239376515.547,00:33:20
2,1,1,544,239446304.751,00:34:23
2,1,1,329,239584614.519,00:35:22
2,1,1,336,239446304.751,00:36:21
2,1,1,565,239446304.751,00:37:23
2,1,1,440,238425395.607,00:38:23
2,1,1,308,234989714.273,00:39:25
2,1,1,724,235195265.833,00:40:24
2,1,1,557,234464229.783,00:41:22
3,1,1,739,180306848.62,00:42:24
3,1,1,538,180311396.073,00:43:27
3,1,1,579,179816198.632,00:44:32
3,1,1,767,179697985.859,00:45:34
3,1,1,586,179697985.859,00:46:39
3,1,1,572,179631845.922,00:47:43
3,1,1,544,179754318.112,00:48:49
3,1,1,329,179758875.359,00:49:50
3,1,1,336,179754318.112,00:50:53
3,1,1,565,179754318.112,00:51:58
3,1,1,440,179734581.8,00:52:59
3,1,1,308,175018790.073,00:54:03
3,1,1,724,179045878.398,00:55:04
3,1,1,557,174497813.762,00:56:04
4,1,1,739,202346152.034,00:57:04
4,1,1,538,202407852.071,00:58:05
4,1,1,579,201928326.617,00:59:07
4,1,1,767,201893447.31,01:00:07
4,1,1,586,201893447.31,01:01:09
4,1,1,572,201935914.221,01:02:11
4,1,1,544,201993280.087,01:03:15
4,1,1,329,202054982.944,01:04:14
4,1,1,336,201993280.087,01:05:14
4,1,1,565,201993280.087,01:06:16
4,1,1,440,198256108.029,01:07:16
4,1,1,308,197373451.627,01:08:20
4,1,1,724,197033815.622,01:09:20
4,1,1,557,196738986.981,01:10:19
5,1,1,739,210289501.614,01:11:19
5,1,1,538,210242184.279,01:12:21
5,1,1,579,209854956.946,01:13:24
5,1,1,767,209913969.863,01:14:25
5,1,1,586,209913969.863,01:15:29
5,1,1,572,209897222.617,01:16:32
5,1,1,544,209860998.155,01:17:36
5,1,1,329,209813632.418,01:18:36
5,1,1,336,209860998.155,01:19:37
5,1,1,565,209860998.155,01:20:40
5,1,1,440,209191430.306,01:21:41
5,1,1,308,208569813.822,01:22:44
5,1,1,724,208693656.468,01:23:45
5,1,1,557,208654172.426,01:24:43
6,1,1,739,196060275.614,01:25:44
6,1,1,538,196016174.904,01:26:44
6,1,1,579,196022723.458,01:27:47
6,1,1,767,196033209.932,01:28:47
6,1,1,586,196033209.932,01:29:50
6,1,1,572,196075048.425,01:30:52
6,1,1,544,196044680.091,01:31:56
6,1,1,329,196000494.624,01:32:55
6,1,1,336,196044680.091,01:33:55
6,1,1,565,196044680.091,01:34:58
6,1,1,440,191313734.017,01:35:59
6,1,1,308,192604492.604,01:37:02
6,1,1,724,192484445.586,01:38:02
6,1,1,557,192567193.938,01:39:02
7,1,1,739,185320168.927,01:40:03
7,1,1,538,185455489.179,01:41:07
7,1,1,579,185181797.2,01:42:11
7,1,1,767,185122102.411,01:43:12
7,1,1,586,185118808.944,01:44:16
7,1,1,572,185085180.374,01:45:20
7,1,1,544,185113159.46,01:46:25
7,1,1,329,185248482.054,01:47:26
7,1,1,336,185113159.46,01:48:28
7,1,1,565,185113159.46,01:49:32
7,1,1,440,185187723.742,01:50:33
7,1,1,308,180956424.496,01:51:38
7,1,1,724,181128839.37,01:52:39
7,1,1,557,180858560.387,01:53:39
8,1,1,739,154033385.197,01:54:42
8,1,1,538,153979248.64,01:55:45
8,1,1,579,154200401.37,01:56:50
8,1,1,767,154194097.331,01:57:53
8,1,1,586,154175530.688,01:58:58
8,1,1,572,154191189.47,02:00:04
8,1,1,544,154139821.16,02:01:10
8,1,1,329,154083086.877,02:02:11
8,1,1,336,154137255.287,02:03:14
8,1,1,565,154131989.449,02:04:19
8,1,1,440,149637951.702,02:05:21
8,1,1,308,149891731.711,02:06:25
8,1,1,724,149612020.543,02:07:27
8,1,1,557,149820302.561,02:08:28
9,1,1,739,77845394.205,02:09:36
9,1,1,538,77818981.958,02:10:46
9,1,1,579,77745853.349,02:11:57
9,1,1,767,77916848.671,02:13:06
9,1,1,586,77944808.227,02:14:17
9,1,1,572,77733389.253,02:15:29
9,1,1,544,77657024.513,02:16:40
9,1,1,329,77799955.754,02:17:48
9,1,1,336,77872857.398,02:18:57
9,1,1,565,77870114.474,02:20:08
9,1,1,440,77941097.807,02:21:17
9,1,1,308,77307359.66,02:22:30
9,1,1,724,77545676.389,02:23:39
9,1,1,557,77452494.833,02:24:48
10,1,1,739,143161042.505,02:25:52
10,1,1,538,143119114.112,02:26:56
10,1,1,579,143211250.34,02:28:02
10,1,1,767,143209690.365,02:29:05
10,1,1,586,143174843.538,02:30:10
10,1,1,572,143214608.163,02:31:16
10,1,1,544,143219365.162,02:32:23
10,1,1,329,143175488.832,02:33:25
10,1,1,336,143204854.766,02:34:29
10,1,1,565,143188403.237,02:35:35
10,1,1,440,141093038.904,02:36:37
10,1,1,308,140493270.43,02:37:43
10,1,1,724,140515516.054,02:38:46
10,1,1,557,140321818.538,02:39:49
11,1,1,739,167702940.788,02:40:50
11,1,1,538,167676120.592,02:41:53
11,1,1,579,167408359.922,02:42:58
11,1,1,767,167338014.956,02:44:00
11,1,1,586,167325934.589,02:45:04
11,1,1,572,167304128.774,02:46:08
11,1,1,544,167357024.755,02:47:14
11,1,1,329,167330596.311,02:48:15
11,1,1,336,167354392.586,02:49:16
11,1,1,565,167351571.555,02:50:21
11,1,1,440,166828321.647,02:51:23
11,1,1,308,165704957.038,02:52:28
11,1,1,724,165496608.556,02:53:30
11,1,1,557,165452383.282,02:54:31
12,1,1,739,112262979.118,02:55:36
12,1,1,538,112242772.046,02:56:43
12,1,1,579,112123548.281,02:57:50
12,1,1,767,112033104.997,02:58:55
12,1,1,586,112055192.788,03:00:03
12,1,1,572,112121661.292,03:01:10
12,1,1,544,112167732.506,03:02:18
12,1,1,329,112157355.28,03:03:22
12,1,1,336,112148880.055,03:04:27
12,1,1,565,112096794.491,03:05:34
