scenario_num,hull_id,engine_id,propeller_id,NPV
0,1,1,777,434784227.372,00:01:08
0,1,1,798,434640231.734,00:02:17
0,1,1,812,434800648.29,00:03:25
0,1,1,819,434800648.29,00:04:35
0,1,1,840,434674162.295,00:05:45
0,1,1,847,434674162.295,00:06:55
0,1,1,700,434439425.748,00:07:55
0,1,1,707,434417564.002,00:08:56
0,1,1,735,434551153.147,00:09:55
0,1,1,749,434551153.147,00:10:54
0,1,1,763,434522754.093,00:11:54
0,1,1,770,434522754.093,00:12:54
0,1,1,776,434090315.959,00:14:03
0,1,1,623,434148213.347,00:15:08
0,1,1,637,434145085.968,00:16:13
1,1,1,777,284968931.133,00:17:25
1,1,1,798,284931098.247,00:18:35
1,1,1,812,284874595.386,00:19:45
1,1,1,819,284874595.386,00:20:57
1,1,1,840,284931098.247,00:22:09
1,1,1,847,284931098.247,00:23:22
1,1,1,700,284263781.155,00:24:24
1,1,1,707,284216025.628,00:25:26
1,1,1,735,284175629.496,00:26:27
1,1,1,749,284175629.496,00:27:29
1,1,1,763,284162341.855,00:28:31
1,1,1,770,284162341.855,00:29:34
1,1,1,776,284143071.165,00:30:44
1,1,1,623,283439388.568,00:31:51
1,1,1,637,283439388.568,00:32:58
2,1,1,777,244423493.57,00:34:09
2,1,1,798,244393004.377,00:35:19
2,1,1,812,244306318.133,00:36:29
2,1,1,819,244306318.133,00:37:39
2,1,1,840,244393004.377,00:38:51
2,1,1,847,244393004.377,00:40:03
2,1,1,700,243439447.474,00:41:05
2,1,1,707,243343504.715,00:42:06
2,1,1,735,243343504.715,00:43:08
2,1,1,749,243286562.399,00:44:09
2,1,1,763,243273925.273,00:45:10
2,1,1,770,243273925.273,00:46:12
2,1,1,776,242695765.347,00:47:22
2,1,1,623,242230643.711,00:48:29
2,1,1,637,242230643.711,00:49:36
3,1,1,777,182192544.33,00:50:49
3,1,1,798,182037399.487,00:52:02
3,1,1,812,182037399.487,00:53:15
3,1,1,819,182037399.487,00:54:28
3,1,1,840,181933268.883,00:55:42
3,1,1,847,181933268.883,00:56:56
3,1,1,700,182250445.626,00:58:00
3,1,1,707,182041461.404,00:59:04
3,1,1,735,182041461.404,01:00:08
3,1,1,749,182129242.789,01:01:11
3,1,1,763,181980645.544,01:02:14
3,1,1,770,181980645.544,01:03:18
3,1,1,776,184592357.834,01:04:29
3,1,1,623,181398484.806,01:05:39
3,1,1,637,181398484.806,01:06:49
4,1,1,777,205707421.742,01:08:01
4,1,1,798,205544757.017,01:09:13
4,1,1,812,205500976.161,01:10:24
4,1,1,819,205500976.161,01:11:37
4,1,1,840,205447902.704,01:12:50
4,1,1,847,205447902.704,01:14:03
4,1,1,700,205534846.098,01:15:07
4,1,1,707,205437441.48,01:16:10
4,1,1,735,205437441.48,01:17:13
4,1,1,749,205379758.504,01:18:15
4,1,1,763,205317268.64,01:19:18
4,1,1,770,205206399.406,01:20:21
4,1,1,776,204194953.236,01:21:32
4,1,1,623,204257650.839,01:22:41
4,1,1,637,204257650.839,01:23:49
5,1,1,777,215990114.975,01:25:01
5,1,1,798,215994576.563,01:26:13
5,1,1,812,215926897.184,01:27:25
5,1,1,819,215926897.184,01:28:37
5,1,1,840,215935143.436,01:29:50
5,1,1,847,215935143.436,01:31:04
5,1,1,700,212826302.24,01:32:06
5,1,1,707,212848727.063,01:33:09
5,1,1,735,212810061.535,01:34:12
5,1,1,749,212810061.535,01:35:14
5,1,1,763,212793302.571,01:36:17
5,1,1,770,212793302.571,01:37:20
5,1,1,776,213746881.119,01:38:32
5,1,1,623,211371553.544,01:39:40
5,1,1,637,211371553.544,01:40:48
6,1,1,777,200406592.079,01:42:00
