scenario_num,hull_id,engine_id,propeller_id,NPV
0,1,1,518,425872566.751,00:01:02
0,1,1,719,423657063.128,00:02:03
0,1,1,532,423678837.467,00:03:05
0,1,1,698,423684871.547,00:04:06
0,1,1,629,428884593.886,00:05:11
0,1,1,483,428723446.719,00:06:13
0,1,1,490,426598377.238,00:07:15
0,1,1,824,433092097.153,00:08:18
0,1,1,817,433234019.863,00:09:21
0,1,1,539,423639499.518,00:10:23
0,1,1,712,423807764.031,00:11:24
0,1,1,525,425739902.77,00:12:26
0,1,1,650,426762077.894,00:13:32
0,1,1,545,423646624.835,00:14:31
0,1,1,552,423624909.587,00:15:30
1,1,1,518,281861527.857,00:16:35
1,1,1,719,281248835.033,00:17:38
1,1,1,532,281248835.033,00:18:43
1,1,1,698,281384969.699,00:19:46
1,1,1,629,282049995.441,00:20:54
1,1,1,483,281965344.161,00:21:58
1,1,1,490,281965344.161,00:23:02
1,1,1,824,282578891.262,00:24:07
1,1,1,817,282579516.951,00:25:11
1,1,1,539,281224539.513,00:26:16
1,1,1,712,281740432.544,00:27:19
1,1,1,525,281652648.206,00:28:24
1,1,1,650,282049995.441,00:29:32
1,1,1,545,281128320.771,00:30:33
1,1,1,552,281128320.771,00:31:34
2,1,1,518,240088133.251,00:32:39
2,1,1,719,239052925.242,00:33:41
2,1,1,532,239052925.242,00:34:45
2,1,1,698,239086612.136,00:35:48
2,1,1,629,242318275.174,00:36:56
2,1,1,483,240116254.88,00:38:00
2,1,1,490,240116254.88,00:39:03
2,1,1,824,242816374.517,00:40:09
2,1,1,817,242924833.899,00:41:15
2,1,1,539,239033700.561,00:42:19
2,1,1,712,239235490.973,00:43:21
2,1,1,525,239212174.657,00:44:25
2,1,1,650,242326395.435,00:45:34
2,1,1,545,241941812.087,00:46:35
2,1,1,552,241941812.087,00:47:35
3,1,1,518,182647556.142,00:48:43
3,1,1,719,178527720.084,00:49:47
3,1,1,532,178527720.084,00:50:53
3,1,1,698,178657326.465,00:51:59
3,1,1,629,182477019.715,00:53:08
3,1,1,483,182562186.999,00:54:14
3,1,1,490,182562186.999,00:55:19
3,1,1,824,182306831.989,00:56:25
3,1,1,817,182538648.868,00:57:34
3,1,1,539,178395376.309,00:58:39
3,1,1,712,182305570.424,00:59:44
3,1,1,525,182305570.424,01:00:51
3,1,1,650,182002768.285,01:02:01
3,1,1,545,182107883.182,01:03:05
3,1,1,552,182107883.182,01:04:08
4,1,1,518,201239072.717,01:05:15
4,1,1,719,200932613.525,01:06:19
4,1,1,532,200932613.525,01:07:24
4,1,1,698,201014944.665,01:08:29
4,1,1,629,202090612.83,01:09:37
4,1,1,483,201176756.574,01:10:43
4,1,1,490,201176756.574,01:11:47
4,1,1,824,202086378.95,01:12:53
4,1,1,817,202094822.797,01:14:00
4,1,1,539,200828465.555,01:15:05
4,1,1,712,201629258.552,01:16:09
4,1,1,525,201629258.552,01:17:15
4,1,1,650,201666590.816,01:18:24
4,1,1,545,200895029.586,01:19:26
4,1,1,552,200895029.586,01:20:29
5,1,1,518,212927953.764,01:21:35
5,1,1,719,212547327.066,01:22:39
5,1,1,532,212547327.066,01:23:44
5,1,1,698,212507132.259,01:24:48
5,1,1,629,212432308.245,01:25:58
5,1,1,483,212934448.167,01:27:04
5,1,1,490,212934448.167,01:28:08
5,1,1,824,212278802.771,01:29:16
5,1,1,817,212605106.886,01:30:23
5,1,1,539,212555785.863,01:31:29
5,1,1,712,211774837.82,01:32:34
5,1,1,525,211763808.661,01:33:41
