scenario_num,hull_id,engine_id,propeller_id,NPV
0,1,1,693,433859646.376,00:01:04
0,1,1,574,431400600.378,00:02:01
0,1,1,595,431400600.378,00:02:58
0,1,1,686,434182147.401,00:04:03
0,1,1,602,431391941.19,00:05:00
0,1,1,775,433246069.41,00:06:02
0,1,1,782,433248128.954,00:07:05
0,1,1,789,433264154.793,00:08:08
0,1,1,616,433264154.793,00:09:06
0,1,1,803,433234019.863,00:10:09
0,1,1,810,433234019.863,00:11:12
0,1,1,609,431391941.19,00:12:10
0,1,1,622,428884593.886,00:13:16
0,1,1,497,426552789.871,00:14:17
0,1,1,504,426522649.219,00:15:20
1,1,1,693,283047356.826,00:16:27
1,1,1,574,282754778.486,00:17:27
1,1,1,595,282754778.486,00:18:26
1,1,1,686,283272610.706,00:19:33
1,1,1,602,282727267.659,00:20:32
1,1,1,775,282418520.91,00:21:37
1,1,1,782,282635958.329,00:22:41
1,1,1,789,282605178.789,00:23:46
1,1,1,616,282605178.789,00:24:45
1,1,1,803,282579516.951,00:25:50
1,1,1,810,282579516.951,00:26:55
1,1,1,609,282727267.659,00:27:56
1,1,1,622,282049995.441,00:29:03
1,1,1,497,281928249.314,00:30:07
1,1,1,504,281835385.593,00:31:11
2,1,1,693,243772130.577,00:32:19
2,1,1,574,240538441.663,00:33:18
2,1,1,595,240538441.663,00:34:16
2,1,1,686,243545829.283,00:35:24
2,1,1,602,240524473.382,00:36:22
2,1,1,775,243270975.513,00:37:27
2,1,1,782,243073525.58,00:38:31
2,1,1,789,243073525.58,00:39:35
2,1,1,616,243073525.58,00:40:35
2,1,1,803,243048409.387,00:41:39
2,1,1,810,243048409.387,00:42:44
2,1,1,609,243157647.868,00:43:44
2,1,1,622,242318275.174,00:44:52
2,1,1,497,240252015.556,00:45:56
2,1,1,504,240052709.087,00:47:00
3,1,1,693,183404218.86,00:48:10
3,1,1,574,179631658.605,00:49:12
3,1,1,595,179631658.605,00:50:13
3,1,1,686,183245385.033,00:51:24
3,1,1,602,179526239.3,00:52:25
3,1,1,775,183611928.074,00:53:32
3,1,1,782,183229096.824,00:54:39
3,1,1,789,183229096.824,00:55:46
3,1,1,616,183229096.824,00:56:49
3,1,1,803,183078006.458,00:57:56
3,1,1,810,183078006.458,00:59:03
3,1,1,609,183056453.59,01:00:05
3,1,1,622,182610370.308,01:01:14
3,1,1,497,182593739.747,01:02:20
3,1,1,504,182647556.142,01:03:28
4,1,1,693,203302015.842,01:04:36
4,1,1,574,202235257.553,01:05:37
4,1,1,595,202235257.553,01:06:37
4,1,1,686,203103348.38,01:07:46
4,1,1,602,202151750.189,01:08:45
4,1,1,775,202816217.813,01:09:51
4,1,1,782,202525687.258,01:10:57
4,1,1,789,202525687.258,01:12:03
4,1,1,616,202525687.258,01:13:05
4,1,1,803,202418632.072,01:14:11
4,1,1,810,202418632.072,01:15:17
4,1,1,609,202441018.359,01:16:18
4,1,1,622,202130329.601,01:17:26
4,1,1,497,201304593.537,01:18:31
4,1,1,504,201239072.717,01:19:38
5,1,1,693,213522227.405,01:20:48
5,1,1,574,212745244.668,01:21:49
5,1,1,595,212745244.668,01:22:51
5,1,1,686,213425862.658,01:24:00
5,1,1,602,212785765.585,01:25:01
5,1,1,775,212713405.924,01:26:08
5,1,1,782,212578400.025,01:27:15
5,1,1,789,212578400.025,01:28:22
5,1,1,616,212578400.025,01:29:24
5,1,1,803,212605106.886,01:30:31
5,1,1,810,212605106.886,01:31:39
5,1,1,609,212663894.564,01:32:42
5,1,1,622,212444939.802,01:33:52
5,1,1,497,212877715.411,01:34:56
5,1,1,504,212884963.168,01:36:02
6,1,1,693,196489585.302,01:37:10
6,1,1,574,196908318.277,01:38:11
6,1,1,595,196908318.277,01:39:11
6,1,1,686,196468862.248,01:40:20
6,1,1,602,196916300.703,01:41:20
6,1,1,775,196222074.609,01:42:27
6,1,1,782,196191692.128,01:43:33
6,1,1,789,196191692.128,01:44:39
6,1,1,616,196191692.128,01:45:41
6,1,1,803,196187640.201,01:46:48
6,1,1,810,196187640.201,01:47:54
6,1,1,609,196203738.146,01:48:56
6,1,1,622,195383627.861,01:50:05
6,1,1,497,196513908.291,01:51:10
6,1,1,504,196548000.636,01:52:17
7,1,1,693,188814906.365,01:53:27
7,1,1,574,189295113.539,01:54:28
7,1,1,595,189295113.539,01:55:29
7,1,1,686,188825634.955,01:56:39
7,1,1,602,189225684.495,01:57:39
7,1,1,775,189095018.466,01:58:46
7,1,1,782,189107795.217,01:59:53
7,1,1,789,189107795.217,02:00:59
7,1,1,616,189107795.217,02:02:01
7,1,1,803,189030706.406,02:03:08
7,1,1,810,189030706.406,02:04:15
7,1,1,609,188980558.607,02:05:16
7,1,1,622,187803837.458,02:06:27
7,1,1,497,184986505.365,02:07:33
7,1,1,504,184960294.164,02:08:40
8,1,1,693,158821471.583,02:09:50
