scenario_num,hull_id,engine_id,propeller_id,NPV
0,1,1,684,422917018.091,00:00:59
0,1,1,496,422633345.752,00:01:57
0,1,1,510,422465005.757,00:02:54
0,1,1,621,422978121.448,00:03:54
0,1,1,774,423042077.374,00:04:57
0,1,1,781,423026483.224,00:06:00
0,1,1,788,423192328.25,00:07:02
0,1,1,601,423502940.639,00:07:59
0,1,1,594,426985564.482,00:08:56
0,1,1,823,435594480.476,00:09:53
0,1,1,420,423274232.139,00:10:55
0,1,1,816,423292034.014,00:11:50
0,1,1,517,422465005.757,00:12:48
0,1,1,406,423198403.421,00:13:49
0,1,1,615,423212563.045,00:14:47
1,1,1,684,280309044.429,00:15:48
1,1,1,496,280488861.743,00:16:48
1,1,1,510,280413042.031,00:17:48
1,1,1,621,280662744.86,00:18:50
1,1,1,774,280778101.58,00:19:56
1,1,1,781,280753014.448,00:21:00
1,1,1,788,280467996.533,00:22:04
1,1,1,601,280961139.846,00:23:04
1,1,1,594,281064866.218,00:24:03
1,1,1,823,280271325.463,00:25:01
1,1,1,420,280360446.403,00:26:05
1,1,1,816,280370463.932,00:27:03
1,1,1,517,280413042.031,00:28:03
1,1,1,406,281110001.707,00:29:06
1,1,1,615,281066812.097,00:30:06
2,1,1,684,237887226.149,00:31:07
2,1,1,496,240363606.804,00:32:07
2,1,1,510,237329555.136,00:33:07
2,1,1,621,240770956.563,00:34:10
2,1,1,774,240904367.161,00:35:16
2,1,1,781,240875153.857,00:36:21
2,1,1,788,240875417.263,00:37:27
2,1,1,601,240877168.708,00:38:27
2,1,1,594,241070141.198,00:39:29
2,1,1,823,240358883.949,00:40:28
2,1,1,420,240331363.088,00:41:32
2,1,1,816,240359703.4,00:42:31
2,1,1,517,240053708.8,00:43:30
2,1,1,406,240999884.069,00:44:35
2,1,1,615,240999884.069,00:45:36
3,1,1,684,180796667.671,00:46:38
3,1,1,496,180815888.431,00:47:39
3,1,1,510,180141532.902,00:48:40
3,1,1,621,181244042.232,00:49:47
3,1,1,774,181161221.319,00:50:56
3,1,1,781,181161221.319,00:52:03
3,1,1,788,181161221.319,00:53:11
3,1,1,601,181249052.77,00:54:14
3,1,1,594,181178324.7,00:55:16
3,1,1,823,181212632.066,00:56:19
3,1,1,420,181118167.651,00:57:27
3,1,1,816,181118167.651,00:58:29
3,1,1,517,180145082.602,00:59:30
3,1,1,406,180809120.436,01:00:37
3,1,1,615,180809120.436,01:01:40
4,1,1,684,199567051.82,01:02:42
4,1,1,496,199698413.519,01:03:42
4,1,1,510,199400964.212,01:04:43
4,1,1,621,203300645.028,01:05:47
4,1,1,774,203266484.694,01:06:53
4,1,1,781,203258497.033,01:07:59
4,1,1,788,203258497.033,01:09:04
4,1,1,601,203218671.682,01:10:06
4,1,1,594,203255248.963,01:11:07
4,1,1,823,203169043.549,01:12:07
4,1,1,420,203095917.919,01:13:12
4,1,1,816,203102260.14,01:14:12
4,1,1,517,199483375.602,01:15:12
4,1,1,406,203242578.999,01:16:17
4,1,1,615,203242578.999,01:17:18
5,1,1,684,210300794.179,01:18:21
5,1,1,496,210377360.202,01:19:23
5,1,1,510,210036660.945,01:20:24
5,1,1,621,211221893.821,01:21:29
5,1,1,774,211261962.76,01:22:36
5,1,1,781,211208814.26,01:23:43
5,1,1,788,211066034.715,01:24:49
5,1,1,601,211290143.439,01:25:50
5,1,1,594,211309854.606,01:26:52
5,1,1,823,211142916.856,01:27:52
5,1,1,420,211168560.268,01:28:59
5,1,1,816,211223886.778,01:29:59
5,1,1,517,210036660.945,01:31:01
5,1,1,406,210791562.252,01:32:07
5,1,1,615,210791562.252,01:33:08
6,1,1,684,194226447.373,01:34:10
6,1,1,496,193723624.752,01:35:10
6,1,1,510,193820319.422,01:36:11
6,1,1,621,196628284.692,01:37:17
6,1,1,774,196609678.912,01:38:24
6,1,1,781,196590112.325,01:39:31
6,1,1,788,196590112.325,01:40:38
6,1,1,601,197148006.174,01:41:38
6,1,1,594,197142712.299,01:42:39
6,1,1,823,196532191.366,01:43:41
6,1,1,420,196525674.903,01:44:48
6,1,1,816,196551872.4,01:45:49
6,1,1,517,193436861.202,01:46:49
6,1,1,406,196521851.277,01:47:56
6,1,1,615,196521851.277,01:48:57
7,1,1,684,186535083.943,01:50:00
7,1,1,496,186806420.842,01:51:01
7,1,1,510,186674899.61,01:52:02
7,1,1,621,186525412.479,01:53:09
7,1,1,774,186466935.604,01:54:17
7,1,1,781,186466935.604,01:55:24
7,1,1,788,186466935.604,01:56:32
7,1,1,601,186431194.266,01:57:35
7,1,1,594,186426768.062,01:58:38
